text,original_text,label
"I'll drive it back nine hours, as per @user's prediction.",@user guess Ill drive it back nine hours,1
Taking care of unpleasant matters.,Taking care of yucky stuff.,1
"Despite his unfortunate death, the little creature from Labyrinth is still present in a happy state.",The little wormy from labyrinth sadly passed away today but its ok as hes still around in a happy ghost form aww  http,1
The internet has been absent for at least a week.,no internet for a week or longer,1
I came back from lunch and realized that I needed to join the daily recap with JB.,back from lunch and I just remembered I have to join the daily recap with JB,1
"Despite having eaten some food, I'm feeling extremely bored in my room and there's no entertainment. My guitar has been brought to the venue!","Ok, i've eaten some food and now bored to death in my room. Seriously, there is nothing to do. Guitar been taken to the venue!",1
Returns to Ruston tomorrow.,is coming back to Ruston tomorrow,1
She should not be judged solely on the song's authorship or the implication of her comments.,@user :O she shouldnt judge the song on who wrote it  tell her shes mean haha,1
Making it to the airport.,Going to the airport,1
I have no activities to do during the week and should either go home or look at my bathing suit closet.,There is nothing for me to do here @ wk i should just go home... Or i can go look at bathing suits  bah humbug lol,1
Migraine resistance from the previous night is being fought.,Migraine is fighting its way back from last night.,1
Can you remind me that I was supposed to meet with the Homie from 2 on this show? Please excuse me and just do it.,@user  don't remind me.. Was supposed 2 meet up with the Homie @user 2 4 that show..  Ack! So kill it please..do the damn thang!,1
"I believe the bruise was caused by me hitting something, but my boxing trainer is him. Can you shed some light on what happened?",@user He's my boxing trainer. Although I think the bruise came from me hitting myself on something. Ow,1
"Upon hearing the good vibrations, I thought of Charlie's passing on Lost.",Just heard good vibrations and i thought of Charlie dying on Lost,1
I'm feeling energetic and ready to leave the office.,@user Iï¿½m good. Wanna get out of the office....,1
"At some point, @user had to initiate a reboot.",@user ended up force rebooting.,1
"This has already been done, @user.",@user that one has been done already,1
Work.,Work...,1
Have been consuming an excessive amount of chocolate animal crackers?,Just ate way to many chocolate animal crackers,1
"I haven't worn slip-ons in years, and only recently acquired black classics that have been torn up.","@user I haven't had slip-ons in years, since my checkered days. Matter of fact I only have my torn up all black classics.",1
"In my opinion, there is no greater sorrow than the loss of a close friend.",I don't believe there's anything worse than losing a best friend,1
I consumed only water after consuming some delicious pasta and watching a dull police officer.,"watching a boring police prog after making a fab pasta dinner, trying to cut down on alcohol so only had water",1
My sunburn is peeling away.,my sunburn is starting to peel,1
It's safe to say that we are both...,@user hm... Both of us I guess...,1
The user is @user?,@user,1
Seeking employment opportunities further.,job searching some more,1
"If @user is not following me, I am unable to send DMs.",@user your not following me  it won't let me dm,1
"Unless I can make a youtube rip, which I am not aware of, I won't be able to.","@user bummer, that means unless I do a youtube rip, which I don't know how, I can't have it.",1
It's not uncommon for rain to fall right after I start washing my car.,it always rains right after i get my car washed,1
The fact that I wrote it made it humorous when I read it.,@user but but it was funny when I wrote it,1
It's a dead end.,Its so dead,1
"After the crash, Spotlight is now indexing my Time Machine backup drive and it's listed in the &quot;do not index&apos; section.",Post-crash Spotlight is now spinning its wheels indexing my Time Machine backup drive. Naturally the drive is in the &quot;do not index&quot; list,1
I am unable to turn on the device of mine (@user).,@user mine wont turn on,1
"While heading back home tonight, I came across a headline in the newspaper that suggested Susan Boyle had left, but it was clearly not accurate.",On way home tonight I saw a newspaper headline 'Susan Boyle quits....' surely not true,1
Que supone roupinhas goticas?,acho que vou ver roupinhas goticas  -qqq,1
"My sister is grumpy, but I'm going to visit her at home tomorrow.","I was going to visit my sister today, but she's grumpy.  I'll just chill at home with the family and visit her tomorrow.",1
"Have a break... I'm going to have ice cream, watering my lawn, and getting ready for softball!",Need something to do... AH! I'm gonna go have ice cream... then water the plants  then get ready for softball!!! I HAVE A PLAN!!!!!,1
"I had lunch with my dad at Rick &amp; Brian12s Cafe, and although the French Dip was delicious, his omelette turned out to be badly burnt.","I just got back from lunch at Rick &amp; Brianï¿½s Cafe with my father; I had the French Dip and it was good, but his omelette was burnt.",1
Can Twitter facilitate the uploading of my M.B. background information?,@user I wish I could get twitter to upload my background of M,1
What is the name of the user? I bought a new one last week and I'm not happy with it either.,@user which case? I got a new one last week and I'm not thrilled at all with mine.,1
I am completely in agreement with @user and there is no way to avoid it.,@user I totally agree! And there's no way to avoid it,1
"I fell asleep 10 minutes after finishing Saget roast, according to @user.",@user And I fell asleep 10 minutes into the Saget roast.,1
"Baby, please bid you farewell.",@user  One more day baby.,1
"Hey there, I was eagerly anticipating seeing that. Have a good time!",@user i wanted to see that.  enjoy it!,1
@user The dayem computer has been using #twpps.,@user The dayem computer  #twpp,1
"The summer vacation has come to an abrupt end, with only 63 days left. When can we expect school to start?","63 days of summer holiday left, and they are going way too slow! When will school get here???",1
My baking bowl had a crack that caused milk to spill everywhere.,i just found a crack in my baking bowl...milk spilled everywhere,1
I'm clueless about @user,@user  i have no idea!,1
"My phone is not allowing me to view the video, as per the instructions provided by @user ahhhh.",@user  ahhhh it won't let me watch the video on my phone,1
What's the issue with @user?,@user  what's wrong,1
"Don't cut yourself off, please!",@user don't cut yourself!!,1
Looking ahead to a better day.,Hoping the day gets better now,1
Can you provide me with the URL to access a pin code for Punch Up The Jam?,@user j'ai pas vu passer ton ReBlip annoncï¿½ de *Pump Up The Jam*....    pb d'adresse URL ?,1
"""Town is late, chegay""","Boa tarde, chegay",1
The time slot for work...,Work time....,1
